ID,ChangeSetID,TimeStamp,ReplicationTime,User,Cube,Tuple,OldValue,NewValue,StatusMessage
1325,14d,2022-08-17T16:55:47Z,,,,,,,Change set 14d complete : 1
1324,14d,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ElementAttributes_Hierarchy_Alternates', '12345']",,READ,
1323,14c,2022-08-17T16:55:47Z,,,,,,,Change set 14c complete : 1
1322,14c,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ElementAttributes_Export Item', 'Test123']",,READ,
1321,14b,2022-08-17T16:55:47Z,,,,,,,Change set 14b complete : 1
1320,14b,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ElementAttributes_Export Item', '12345']",,READ,
1319,14a,2022-08-17T16:55:47Z,,,,,,,Change set 14a complete : 1
1318,14a,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ElementAttributes_Export Index', 'Test123']",,READ,
1317,14F,2022-08-17T16:55:47Z,,,,,,,Change set 14F complete : 1
1316,14F,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ElementAttributes_Export Index', '12345']",,READ,
1315,14E,2022-08-17T16:55:47Z,,,,,,,Change set 14E complete : 1
1314,14E,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ElementAttributes_Export Dimension', 'Test123']",,READ,
1313,14D,2022-08-17T16:55:47Z,,,,,,,Change set 14D complete : 1
1312,14D,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ElementAttributes_Export Dimension', '12345']",,READ,
1311,14C,2022-08-17T16:55:47Z,,,,,,,Change set 14C complete : 1
1310,14C,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ElementAttributes_Dimensions', 'Test123']",,READ,
1309,14B,2022-08-17T16:55:47Z,,,,,,,Change set 14B complete : 1
1308,14B,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ElementAttributes_Dimensions', '12345']",,READ,
1307,14A,2022-08-17T16:55:47Z,,,,,,,Change set 14A complete : 1
1306,14A,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ElementAttributes_Department', 'Test123']",,READ,
1305,149,2022-08-17T16:55:47Z,,,,,,,Change set 149 complete : 1
1304,149,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ElementAttributes_Department', '12345']",WRITE,READ,
1303,148,2022-08-17T16:55:47Z,,,,,,,Change set 148 complete : 1
1302,148,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ElementAttributes_Data Update Scenario', 'Test123']",,READ,
1301,147,2022-08-17T16:55:47Z,,,,,,,Change set 147 complete : 1
1300,147,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ElementAttributes_Data Update Scenario', '12345']",,READ,
1074,f4,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['TimeWeek', 'Test123']",,READ,
1075,f4,2022-08-17T16:55:47Z,,,,,,,Change set f4 complete : 1
1076,f5,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['TM1Py Region', '12345']",WRITE,READ,
1077,f5,2022-08-17T16:55:47Z,,,,,,,Change set f5 complete : 1
1078,f6,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['TM1Py Region', 'Test123']",,READ,
1079,f6,2022-08-17T16:55:47Z,,,,,,,Change set f6 complete : 1
1080,f7,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['tMonth', '12345']",WRITE,READ,
1081,f7,2022-08-17T16:55:47Z,,,,,,,Change set f7 complete : 1
1082,f8,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['tMonth', 'Test123']",,READ,
1083,f8,2022-08-17T16:55:47Z,,,,,,,Change set f8 complete : 1
1084,f9,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['Vehicles', '12345']",WRITE,READ,
1085,f9,2022-08-17T16:55:47Z,,,,,,,Change set f9 complete : 1
1086,fA,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['Vehicles', 'Test123']",,READ,
1087,fA,2022-08-17T16:55:47Z,,,,,,,Change set fA complete : 1
1088,fB,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['Vehicles:Leaves', '12345']",WRITE,READ,
1089,fB,2022-08-17T16:55:47Z,,,,,,,Change set fB complete : 1
1090,fC,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['Vehicles:Leaves', 'Test123']",,READ,
1091,fC,2022-08-17T16:55:47Z,,,,,,,Change set fC complete : 1
1092,fD,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['Vehicles:Manufacturer', '12345']",,READ,
1093,fD,2022-08-17T16:55:47Z,,,,,,,Change set fD complete : 1
1094,fE,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['Vehicles:Manufacturer', 'Test123']",,READ,
1095,fE,2022-08-17T16:55:47Z,,,,,,,Change set fE complete : 1
1096,fF,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['Vehicles:Vehicle Types', '12345']",WRITE,READ,
1097,fF,2022-08-17T16:55:47Z,,,,,,,Change set fF complete : 1
1098,fa,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['Vehicles:Vehicle Types', 'Test123']",,READ,
1099,fa,2022-08-17T16:55:47Z,,,,,,,Change set fa complete : 1
1100,fb,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['Version', '12345']",WRITE,READ,
1101,fb,2022-08-17T16:55:47Z,,,,,,,Change set fb complete : 1
1102,fc,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['Version', 'Test123']",,READ,
1103,fc,2022-08-17T16:55:47Z,,,,,,,Change set fc complete : 1
1104,fd,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['Year', '12345']",WRITE,READ,
1105,fd,2022-08-17T16:55:47Z,,,,,,,Change set fd complete : 1
1106,fe,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['Year', 'Test123']",,READ,
1107,fe,2022-08-17T16:55:47Z,,,,,,,Change set fe complete : 1
1108,ff,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}AdminDim1', '12345']",,READ,
1109,ff,2022-08-17T16:55:47Z,,,,,,,Change set ff complete : 1
1110,100,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}AdminDim1', 'Test123']",,READ,
1111,100,2022-08-17T16:55:47Z,,,,,,,Change set 100 complete : 1
1112,101,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}AdminDim10', '12345']",,READ,
1113,101,2022-08-17T16:55:47Z,,,,,,,Change set 101 complete : 1
1114,102,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}AdminDim10', 'Test123']",,READ,
1115,102,2022-08-17T16:55:47Z,,,,,,,Change set 102 complete : 1
1116,103,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}AdminDim11', '12345']",,READ,
1117,103,2022-08-17T16:55:47Z,,,,,,,Change set 103 complete : 1
1118,104,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}AdminDim11', 'Test123']",,READ,
1119,104,2022-08-17T16:55:47Z,,,,,,,Change set 104 complete : 1
1120,105,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}AdminDim12', '12345']",,READ,
1121,105,2022-08-17T16:55:47Z,,,,,,,Change set 105 complete : 1
1122,106,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}AdminDim12', 'Test123']",,READ,
1123,106,2022-08-17T16:55:47Z,,,,,,,Change set 106 complete : 1
1124,107,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}AdminDim13', '12345']",,READ,
1125,107,2022-08-17T16:55:47Z,,,,,,,Change set 107 complete : 1
1126,108,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}AdminDim13', 'Test123']",,READ,
1127,108,2022-08-17T16:55:47Z,,,,,,,Change set 108 complete : 1
1128,109,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}AdminDim14', '12345']",,READ,
1129,109,2022-08-17T16:55:47Z,,,,,,,Change set 109 complete : 1
1130,10A,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}AdminDim14', 'Test123']",,READ,
1131,10A,2022-08-17T16:55:47Z,,,,,,,Change set 10A complete : 1
1132,10B,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}AdminDim15', '12345']",,READ,
1133,10B,2022-08-17T16:55:47Z,,,,,,,Change set 10B complete : 1
1134,10C,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}AdminDim15', 'Test123']",,READ,
1135,10C,2022-08-17T16:55:47Z,,,,,,,Change set 10C complete : 1
1136,10D,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}AdminDim2', '12345']",,READ,
1137,10D,2022-08-17T16:55:47Z,,,,,,,Change set 10D complete : 1
1138,10E,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}AdminDim2', 'Test123']",,READ,
1139,10E,2022-08-17T16:55:47Z,,,,,,,Change set 10E complete : 1
1140,10F,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}AdminDim3', '12345']",,READ,
1141,10F,2022-08-17T16:55:47Z,,,,,,,Change set 10F complete : 1
1142,10a,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}AdminDim3', 'Test123']",,READ,
1143,10a,2022-08-17T16:55:47Z,,,,,,,Change set 10a complete : 1
1144,10b,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}AdminDim4', '12345']",,READ,
1145,10b,2022-08-17T16:55:47Z,,,,,,,Change set 10b complete : 1
1146,10c,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}AdminDim4', 'Test123']",,READ,
1147,10c,2022-08-17T16:55:47Z,,,,,,,Change set 10c complete : 1
1148,10d,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}AdminDim5', '12345']",,READ,
1149,10d,2022-08-17T16:55:47Z,,,,,,,Change set 10d complete : 1
1150,10e,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}AdminDim5', 'Test123']",,READ,
1151,10e,2022-08-17T16:55:47Z,,,,,,,Change set 10e complete : 1
1152,10f,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}AdminDim6', '12345']",,READ,
1153,10f,2022-08-17T16:55:47Z,,,,,,,Change set 10f complete : 1
1154,110,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}AdminDim6', 'Test123']",,READ,
1155,110,2022-08-17T16:55:47Z,,,,,,,Change set 110 complete : 1
1156,111,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}AdminDim7', '12345']",,READ,
1157,111,2022-08-17T16:55:47Z,,,,,,,Change set 111 complete : 1
1158,112,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}AdminDim7', 'Test123']",,READ,
1159,112,2022-08-17T16:55:47Z,,,,,,,Change set 112 complete : 1
1160,113,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}AdminDim8', '12345']",,READ,
1161,113,2022-08-17T16:55:47Z,,,,,,,Change set 113 complete : 1
1162,114,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}AdminDim8', 'Test123']",,READ,
1163,114,2022-08-17T16:55:47Z,,,,,,,Change set 114 complete : 1
1164,115,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}AdminDim9', '12345']",,READ,
1165,115,2022-08-17T16:55:47Z,,,,,,,Change set 115 complete : 1
1166,116,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}AdminDim9', 'Test123']",,READ,
1167,116,2022-08-17T16:55:47Z,,,,,,,Change set 116 complete : 1
1168,117,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}Annotation_ApplicationID', '12345']",,READ,
1169,117,2022-08-17T16:55:47Z,,,,,,,Change set 117 complete : 1
1170,118,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}Annotation_ApplicationID', 'Test123']",,READ,
1171,118,2022-08-17T16:55:47Z,,,,,,,Change set 118 complete : 1
1172,119,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}AnnotationAppContextFacets', '12345']",,READ,
1173,119,2022-08-17T16:55:47Z,,,,,,,Change set 119 complete : 1
1174,11A,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}AnnotationAppContextFacets', 'Test123']",,READ,
1175,11A,2022-08-17T16:55:47Z,,,,,,,Change set 11A complete : 1
1176,11B,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}AnnotationMeasures', '12345']",,READ,
1177,11B,2022-08-17T16:55:47Z,,,,,,,Change set 11B complete : 1
1178,11C,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}AnnotationMeasures', 'Test123']",,READ,
1179,11C,2022-08-17T16:55:47Z,,,,,,,Change set 11C complete : 1
1180,11D,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ApplicationEntries', '12345']",WRITE,READ,
1181,11D,2022-08-17T16:55:47Z,,,,,,,Change set 11D complete : 1
1182,11E,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ApplicationEntries', 'Test123']",,READ,
1183,11E,2022-08-17T16:55:47Z,,,,,,,Change set 11E complete : 1
1184,11F,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}CAMAssociatedGroups', '12345']",WRITE,READ,
1185,11F,2022-08-17T16:55:47Z,,,,,,,Change set 11F complete : 1
1186,11a,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}CAMAssociatedGroups', 'Test123']",,READ,
1187,11a,2022-08-17T16:55:47Z,,,,,,,Change set 11a complete : 1
1188,11b,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}Chores', '12345']",WRITE,READ,
1189,11b,2022-08-17T16:55:47Z,,,,,,,Change set 11b complete : 1
1190,11c,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}Chores', 'Test123']",,READ,
1191,11c,2022-08-17T16:55:47Z,,,,,,,Change set 11c complete : 1
1192,11d,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ClientProperties', '12345']",WRITE,READ,
1193,11d,2022-08-17T16:55:47Z,,,,,,,Change set 11d complete : 1
1194,11e,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ClientProperties', 'Test123']",,READ,
1195,11e,2022-08-17T16:55:47Z,,,,,,,Change set 11e complete : 1
1196,11f,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}Clients', '12345']",WRITE,READ,
1197,11f,2022-08-17T16:55:47Z,,,,,,,Change set 11f complete : 1
1198,120,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}Clients', 'Test123']",,READ,
1199,120,2022-08-17T16:55:47Z,,,,,,,Change set 120 complete : 1
1200,121,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ClientSettings', '12345']",WRITE,READ,
1201,121,2022-08-17T16:55:47Z,,,,,,,Change set 121 complete : 1
1202,122,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ClientSettings', 'Test123']",,READ,
1203,122,2022-08-17T16:55:47Z,,,,,,,Change set 122 complete : 1
1204,123,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ConnectionProperties', '12345']",WRITE,READ,
1205,123,2022-08-17T16:55:47Z,,,,,,,Change set 123 complete : 1
1206,124,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ConnectionProperties', 'Test123']",,READ,
1207,124,2022-08-17T16:55:47Z,,,,,,,Change set 124 complete : 1
1208,125,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}Connections', '12345']",WRITE,READ,
1209,125,2022-08-17T16:55:47Z,,,,,,,Change set 125 complete : 1
1210,126,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}Connections', 'Test123']",,READ,
1211,126,2022-08-17T16:55:47Z,,,,,,,Change set 126 complete : 1
1212,127,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}Cube Functions', '12345']",WRITE,READ,
1213,127,2022-08-17T16:55:47Z,,,,,,,Change set 127 complete : 1
1214,128,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}Cube Functions', 'Test123']",,READ,
1215,128,2022-08-17T16:55:47Z,,,,,,,Change set 128 complete : 1
1216,129,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}CubeProperties', '12345']",WRITE,READ,
1217,129,2022-08-17T16:55:47Z,,,,,,,Change set 129 complete : 1
1218,12A,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}CubeProperties', 'Test123']",,READ,
1219,12A,2022-08-17T16:55:47Z,,,,,,,Change set 12A complete : 1
1220,12B,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}Cubes', '12345']",WRITE,READ,
1221,12B,2022-08-17T16:55:47Z,,,,,,,Change set 12B complete : 1
1222,12C,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}Cubes', 'Test123']",,READ,
1223,12C,2022-08-17T16:55:47Z,,,,,,,Change set 12C complete : 1
1224,12D,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}CubeSecurityProperties', '12345']",WRITE,READ,
1225,12D,2022-08-17T16:55:47Z,,,,,,,Change set 12D complete : 1
1226,12E,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}CubeSecurityProperties', 'Test123']",,READ,
1227,12E,2022-08-17T16:55:47Z,,,,,,,Change set 12E complete : 1
1228,12F,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}Cultures', '12345']",WRITE,READ,
1229,12F,2022-08-17T16:55:47Z,,,,,,,Change set 12F complete : 1
1230,12a,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}Cultures', 'Test123']",,READ,
1231,12a,2022-08-17T16:55:47Z,,,,,,,Change set 12a complete : 1
1232,12b,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}DimensionFormatAttributes', '12345']",WRITE,READ,
1233,12b,2022-08-17T16:55:47Z,,,,,,,Change set 12b complete : 1
1234,12c,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}DimensionFormatAttributes', 'Test123']",,READ,
1235,12c,2022-08-17T16:55:47Z,,,,,,,Change set 12c complete : 1
1236,12d,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}DimensionFormatItems', '12345']",WRITE,READ,
1237,12d,2022-08-17T16:55:47Z,,,,,,,Change set 12d complete : 1
1238,12e,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}DimensionFormatItems', 'Test123']",,READ,
1239,12e,2022-08-17T16:55:47Z,,,,,,,Change set 12e complete : 1
1240,12f,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}DimensionProperties', '12345']",WRITE,READ,
1241,12f,2022-08-17T16:55:47Z,,,,,,,Change set 12f complete : 1
1242,130,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}DimensionProperties', 'Test123']",,READ,
1243,130,2022-08-17T16:55:47Z,,,,,,,Change set 130 complete : 1
1244,131,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}Dimensions', '12345']",WRITE,READ,
1245,131,2022-08-17T16:55:47Z,,,,,,,Change set 131 complete : 1
1246,132,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}Dimensions', 'Test123']",,READ,
1247,132,2022-08-17T16:55:47Z,,,,,,,Change set 132 complete : 1
1248,133,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ElementAttributes_Account', '12345']",WRITE,READ,
1249,133,2022-08-17T16:55:47Z,,,,,,,Change set 133 complete : 1
1250,134,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ElementAttributes_Account', 'Test123']",,READ,
1251,134,2022-08-17T16:55:47Z,,,,,,,Change set 134 complete : 1
1252,135,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ElementAttributes_Budget Planning Upload Index', '12345']",WRITE,READ,
1253,135,2022-08-17T16:55:47Z,,,,,,,Change set 135 complete : 1
1254,136,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ElementAttributes_Budget Planning Upload Index', 'Test123']",,READ,
1255,136,2022-08-17T16:55:47Z,,,,,,,Change set 136 complete : 1
1256,137,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ElementAttributes_Budget Upload Index', '12345']",WRITE,READ,
1257,137,2022-08-17T16:55:47Z,,,,,,,Change set 137 complete : 1
1258,138,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ElementAttributes_Budget Upload Index', 'Test123']",,READ,
1259,138,2022-08-17T16:55:47Z,,,,,,,Change set 138 complete : 1
1260,139,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ElementAttributes_Business Unit', '12345']",WRITE,READ,
1261,139,2022-08-17T16:55:47Z,,,,,,,Change set 139 complete : 1
1262,13A,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ElementAttributes_Business Unit', 'Test123']",,READ,
1263,13A,2022-08-17T16:55:47Z,,,,,,,Change set 13A complete : 1
1264,13B,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ElementAttributes_CapEx Assumptions', '12345']",,READ,
1265,13B,2022-08-17T16:55:47Z,,,,,,,Change set 13B complete : 1
1266,13C,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ElementAttributes_CapEx Assumptions', 'Test123']",,READ,
1267,13C,2022-08-17T16:55:47Z,,,,,,,Change set 13C complete : 1
1268,13D,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ElementAttributes_Capex Index', '12345']",,READ,
1269,13D,2022-08-17T16:55:47Z,,,,,,,Change set 13D complete : 1
1270,13E,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ElementAttributes_Capex Index', 'Test123']",,READ,
1271,13E,2022-08-17T16:55:47Z,,,,,,,Change set 13E complete : 1
1272,13F,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ElementAttributes_ChadDim', '12345']",,READ,
1273,13F,2022-08-17T16:55:47Z,,,,,,,Change set 13F complete : 1
1274,13a,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ElementAttributes_ChadDim', 'Test123']",,READ,
1275,13a,2022-08-17T16:55:47Z,,,,,,,Change set 13a complete : 1
1276,13b,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ElementAttributes_ChadTest', '12345']",,READ,
1277,13b,2022-08-17T16:55:47Z,,,,,,,Change set 13b complete : 1
1278,13c,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ElementAttributes_ChadTest', 'Test123']",,READ,
1279,13c,2022-08-17T16:55:47Z,,,,,,,Change set 13c complete : 1
1280,13d,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ElementAttributes_Control', '12345']",WRITE,READ,
1281,13d,2022-08-17T16:55:47Z,,,,,,,Change set 13d complete : 1
1282,13e,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ElementAttributes_Control', 'Test123']",,READ,
1283,13e,2022-08-17T16:55:47Z,,,,,,,Change set 13e complete : 1
1284,13f,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ElementAttributes_Currency', '12345']",WRITE,READ,
1285,13f,2022-08-17T16:55:47Z,,,,,,,Change set 13f complete : 1
1286,140,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ElementAttributes_Currency', 'Test123']",,READ,
1287,140,2022-08-17T16:55:47Z,,,,,,,Change set 140 complete : 1
1288,141,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ElementAttributes_Data Control Scenario', '12345']",,READ,
1289,141,2022-08-17T16:55:47Z,,,,,,,Change set 141 complete : 1
1290,142,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ElementAttributes_Data Control Scenario', 'Test123']",,READ,
1291,142,2022-08-17T16:55:47Z,,,,,,,Change set 142 complete : 1
1292,143,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ElementAttributes_Data Control Source', '12345']",,READ,
1293,143,2022-08-17T16:55:47Z,,,,,,,Change set 143 complete : 1
1294,144,2022-08-17T16:55:47Z,2022-08-17T16:55:47Z,Admin,}DimensionSecurity,"['}ElementAttributes_Data Control Source', 'Test123']",,READ,
