ID,ChangeSetID,TimeStamp,ReplicationTime,User,Cube,Tuple,OldValue,NewValue,StatusMessage
822,FA,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Control', 'Test123']",,READ,
821,F9,2022-08-17T16:55:46Z,,,,,,,Change set F9 complete : 1
820,F9,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Control', '12345']",WRITE,READ,
819,F8,2022-08-17T16:55:46Z,,,,,,,Change set F8 complete : 1
818,F8,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['ChadTest', 'Test123']",,READ,
817,F7,2022-08-17T16:55:46Z,,,,,,,Change set F7 complete : 1
816,F7,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['ChadTest', '12345']",,READ,
815,F6,2022-08-17T16:55:46Z,,,,,,,Change set F6 complete : 1
814,F6,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['ChadDim', 'Test123']",,READ,
813,F5,2022-08-17T16:55:46Z,,,,,,,Change set F5 complete : 1
812,F5,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['ChadDim', '12345']",,READ,
811,F4,2022-08-17T16:55:46Z,,,,,,,Change set F4 complete : 1
810,F4,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Capex Index', 'Test123']",,READ,
809,F3,2022-08-17T16:55:46Z,,,,,,,Change set F3 complete : 1
808,F3,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Capex Index', '12345']",,READ,
807,F2,2022-08-17T16:55:46Z,,,,,,,Change set F2 complete : 1
806,F2,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['CapEx Assumptions', 'Test123']",,READ,
805,F1,2022-08-17T16:55:46Z,,,,,,,Change set F1 complete : 1
804,F1,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['CapEx Assumptions', '12345']",,READ,
803,F0,2022-08-17T16:55:46Z,,,,,,,Change set F0 complete : 1
802,F0,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Business Unit:Test', 'Test123']",,READ,
801,Ef,2022-08-17T16:55:46Z,,,,,,,Change set Ef complete : 1
800,Ef,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Business Unit:Test', '12345']",,READ,
799,Ee,2022-08-17T16:55:46Z,,,,,,,Change set Ee complete : 1
798,Ee,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Business Unit:Leaves', 'Test123']",,READ,
797,Ed,2022-08-17T16:55:46Z,,,,,,,Change set Ed complete : 1
796,Ed,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Business Unit:Leaves', '12345']",,READ,
795,Ec,2022-08-17T16:55:46Z,,,,,,,Change set Ec complete : 1
794,Ec,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Business Unit', 'Test123']",,READ,
793,Eb,2022-08-17T16:55:46Z,,,,,,,Change set Eb complete : 1
792,Eb,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Business Unit', '12345']",WRITE,READ,
791,Ea,2022-08-17T16:55:46Z,,,,,,,Change set Ea complete : 1
790,Ea,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Budget Upload Index', 'Test123']",,READ,
789,EF,2022-08-17T16:55:46Z,,,,,,,Change set EF complete : 1
788,EF,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Budget Upload Index', '12345']",WRITE,READ,
787,EE,2022-08-17T16:55:46Z,,,,,,,Change set EE complete : 1
786,EE,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Budget Planning Upload Index', 'Test123']",,READ,
785,ED,2022-08-17T16:55:46Z,,,,,,,Change set ED complete : 1
784,ED,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Budget Planning Upload Index', '12345']",WRITE,READ,
783,EC,2022-08-17T16:55:46Z,,,,,,,Change set EC complete : 1
782,EC,2022-08-17T16:55:46Z,2022-08-17T16:55:46Z,Admin,}DimensionSecurity,"['Account', 'Test123']",,READ,
780,EA,2022-08-17T16:55:33Z,2022-08-17T16:55:33Z,Admin,}DimensionSecurity,"['}Views_}ClientGroups', 'Test123']",,READ,
781,EA,2022-08-17T16:55:33Z,,,,,,,Change set EA complete : 1
778,E9,2022-08-17T16:55:26Z,2022-08-17T16:55:26Z,Admin,}DimensionSecurity,"['Account', '12345']",WRITE,READ,
779,E9,2022-08-17T16:55:26Z,,,,,,,Change set E9 complete : 1
777,E8,2022-08-17T16:55:08Z,,,,,,,Change set E8 complete : 1
776,E8,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}StatsForServer', 'Test123']",,WRITE,
775,E7,2022-08-17T16:55:08Z,,,,,,,Change set E7 complete : 1
774,E7,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}StatsForServer', '12345']",,WRITE,
773,E6,2022-08-17T16:55:08Z,,,,,,,Change set E6 complete : 1
772,E6,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}StatsByRule', 'Test123']",,WRITE,
771,E5,2022-08-17T16:55:08Z,,,,,,,Change set E5 complete : 1
770,E5,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}StatsByRule', '12345']",,WRITE,
769,E4,2022-08-17T16:55:08Z,,,,,,,Change set E4 complete : 1
768,E4,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}StatsByProcess', 'Test123']",,WRITE,
767,E3,2022-08-17T16:55:08Z,,,,,,,Change set E3 complete : 1
766,E3,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}StatsByProcess', '12345']",,WRITE,
765,E2,2022-08-17T16:55:08Z,,,,,,,Change set E2 complete : 1
764,E2,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}StatsByCubeByClient', 'Test123']",,WRITE,
763,E1,2022-08-17T16:55:08Z,,,,,,,Change set E1 complete : 1
762,E1,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}StatsByCubeByClient', '12345']",,WRITE,
761,E0,2022-08-17T16:55:08Z,,,,,,,Change set E0 complete : 1
760,E0,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}StatsByCube', 'Test123']",,WRITE,
759,Df,2022-08-17T16:55:08Z,,,,,,,Change set Df complete : 1
758,Df,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}StatsByCube', '12345']",,WRITE,
757,De,2022-08-17T16:55:08Z,,,,,,,Change set De complete : 1
756,De,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}StatsByClient', 'Test123']",,WRITE,
755,Dd,2022-08-17T16:55:08Z,,,,,,,Change set Dd complete : 1
754,Dd,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}StatsByClient', '12345']",,WRITE,
753,Dc,2022-08-17T16:55:08Z,,,,,,,Change set Dc complete : 1
752,Dc,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}StatsByChore', 'Test123']",,WRITE,
751,Db,2022-08-17T16:55:08Z,,,,,,,Change set Db complete : 1
750,Db,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}StatsByChore', '12345']",,WRITE,
749,Da,2022-08-17T16:55:08Z,,,,,,,Change set Da complete : 1
748,Da,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ProcessSecurity', 'Test123']",,WRITE,
747,DF,2022-08-17T16:55:08Z,,,,,,,Change set DF complete : 1
746,DF,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ProcessSecurity', '12345']",,WRITE,
745,DE,2022-08-17T16:55:08Z,,,,,,,Change set DE complete : 1
744,DE,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}PickList_SYS Subset Control', 'Test123']",,WRITE,
743,DD,2022-08-17T16:55:08Z,,,,,,,Change set DD complete : 1
742,DD,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}PickList_SYS Subset Control', '12345']",,WRITE,
741,DC,2022-08-17T16:55:08Z,,,,,,,Change set DC complete : 1
740,DC,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}PickList_SYS Form Filter', 'Test123']",,WRITE,
739,DB,2022-08-17T16:55:08Z,,,,,,,Change set DB complete : 1
738,DB,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}PickList_SYS Form Filter', '12345']",,WRITE,
737,DA,2022-08-17T16:55:08Z,,,,,,,Change set DA complete : 1
736,DA,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}PickList_SYS_User_Selections', 'Test123']",,WRITE,
735,D9,2022-08-17T16:55:08Z,,,,,,,Change set D9 complete : 1
734,D9,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}PickList_SYS_User_Selections', '12345']",,WRITE,
733,D8,2022-08-17T16:55:08Z,,,,,,,Change set D8 complete : 1
732,D8,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}PickList_Export Control', 'Test123']",,WRITE,
731,D7,2022-08-17T16:55:08Z,,,,,,,Change set D7 complete : 1
730,D7,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}PickList_Export Control', '12345']",,WRITE,
729,D6,2022-08-17T16:55:08Z,,,,,,,Change set D6 complete : 1
728,D6,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}PickList_Data Update Scenario', 'Test123']",,WRITE,
727,D5,2022-08-17T16:55:08Z,,,,,,,Change set D5 complete : 1
726,D5,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}PickList_Data Update Scenario', '12345']",,WRITE,
725,D4,2022-08-17T16:55:08Z,,,,,,,Change set D4 complete : 1
724,D4,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}PickList_Data Control', 'Test123']",,WRITE,
723,D3,2022-08-17T16:55:08Z,,,,,,,Change set D3 complete : 1
722,D3,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}PickList_Data Control', '12345']",,WRITE,
721,D2,2022-08-17T16:55:08Z,,,,,,,Change set D2 complete : 1
720,D2,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}HierarchyProperties', 'Test123']",,WRITE,
719,D1,2022-08-17T16:55:08Z,,,,,,,Change set D1 complete : 1
718,D1,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}HierarchyProperties', '12345']",,WRITE,
717,D0,2022-08-17T16:55:08Z,,,,,,,Change set D0 complete : 1
716,D0,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementSecurity_Business Unit', 'Test123']",,WRITE,
715,Cf,2022-08-17T16:55:08Z,,,,,,,Change set Cf complete : 1
714,Cf,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementSecurity_Business Unit', '12345']",,WRITE,
713,Ce,2022-08-17T16:55:08Z,,,,,,,Change set Ce complete : 1
712,Ce,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_}Groups', 'Test123']",,WRITE,
711,Cd,2022-08-17T16:55:08Z,,,,,,,Change set Cd complete : 1
710,Cd,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_}Groups', '12345']",,WRITE,
709,Cc,2022-08-17T16:55:08Z,,,,,,,Change set Cc complete : 1
708,Cc,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_}Cultures', 'Test123']",,WRITE,
707,Cb,2022-08-17T16:55:08Z,,,,,,,Change set Cb complete : 1
706,Cb,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_}Cultures', '12345']",,WRITE,
705,Ca,2022-08-17T16:55:08Z,,,,,,,Change set Ca complete : 1
704,Ca,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_}Clients', 'Test123']",,WRITE,
703,CF,2022-08-17T16:55:08Z,,,,,,,Change set CF complete : 1
702,CF,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_}Clients', '12345']",,WRITE,
701,CE,2022-08-17T16:55:08Z,,,,,,,Change set CE complete : 1
700,CE,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Version', 'Test123']",,WRITE,
699,CD,2022-08-17T16:55:08Z,,,,,,,Change set CD complete : 1
698,CD,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Version', '12345']",,WRITE,
697,CC,2022-08-17T16:55:08Z,,,,,,,Change set CC complete : 1
696,CC,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Vehicles', 'Test123']",,WRITE,
695,CB,2022-08-17T16:55:08Z,,,,,,,Change set CB complete : 1
694,CB,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Vehicles', '12345']",,WRITE,
693,CA,2022-08-17T16:55:08Z,,,,,,,Change set CA complete : 1
692,CA,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_tMonth', 'Test123']",,WRITE,
691,C9,2022-08-17T16:55:08Z,,,,,,,Change set C9 complete : 1
690,C9,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_tMonth', '12345']",,WRITE,
689,C8,2022-08-17T16:55:08Z,,,,,,,Change set C8 complete : 1
688,C8,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_TM1Py Region', 'Test123']",,WRITE,
687,C7,2022-08-17T16:55:08Z,,,,,,,Change set C7 complete : 1
686,C7,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_TM1Py Region', '12345']",,WRITE,
685,C6,2022-08-17T16:55:08Z,,,,,,,Change set C6 complete : 1
684,C6,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_TestDim', 'Test123']",,WRITE,
683,C5,2022-08-17T16:55:08Z,,,,,,,Change set C5 complete : 1
682,C5,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_TestDim', '12345']",,WRITE,
681,C4,2022-08-17T16:55:08Z,,,,,,,Change set C4 complete : 1
680,C4,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_SYS LineNo', 'Test123']",,WRITE,
679,C2,2022-08-17T16:55:08Z,,,,,,,Change set C2 complete : 1
678,C2,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Sys_Promote', 'Test123']",,WRITE,
677,C1,2022-08-17T16:55:08Z,,,,,,,Change set C1 complete : 1
676,C1,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Sys_Promote', '12345']",,WRITE,
675,C0,2022-08-17T16:55:08Z,,,,,,,Change set C0 complete : 1
674,C0,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_SYS_PAW_Colunm', 'Test123']",,WRITE,
673,Bf,2022-08-17T16:55:08Z,,,,,,,Change set Bf complete : 1
672,Bf,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_SYS_PAW_Colunm', '12345']",,WRITE,
671,Be,2022-08-17T16:55:08Z,,,,,,,Change set Be complete : 1
670,Be,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_SYS_mLogDeletions', 'Test123']",,WRITE,
669,Bd,2022-08-17T16:55:08Z,,,,,,,Change set Bd complete : 1
668,Bd,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_SYS_mLogDeletions', '12345']",,WRITE,
667,Bc,2022-08-17T16:55:08Z,,,,,,,Change set Bc complete : 1
666,Bc,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_SYS_mBackupFiles', 'Test123']",,WRITE,
665,Bb,2022-08-17T16:55:08Z,,,,,,,Change set Bb complete : 1
664,Bb,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_SYS_mBackupFiles', '12345']",,WRITE,
663,Ba,2022-08-17T16:55:08Z,,,,,,,Change set Ba complete : 1
662,Ba,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_SYS_LogDeletions', 'Test123']",,WRITE,
661,BF,2022-08-17T16:55:08Z,,,,,,,Change set BF complete : 1
660,BF,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_SYS_LogDeletions', '12345']",,WRITE,
659,BE,2022-08-17T16:55:08Z,,,,,,,Change set BE complete : 1
658,BE,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_SYS_BackupIndex', 'Test123']",,WRITE,
657,BD,2022-08-17T16:55:08Z,,,,,,,Change set BD complete : 1
656,BD,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_SYS_BackupIndex', '12345']",,WRITE,
655,BC,2022-08-17T16:55:08Z,,,,,,,Change set BC complete : 1
654,BC,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Run Book Index', 'Test123']",,WRITE,
653,BB,2022-08-17T16:55:08Z,,,,,,,Change set BB complete : 1
652,BB,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Run Book Index', '12345']",,WRITE,
651,BA,2022-08-17T16:55:08Z,,,,,,,Change set BA complete : 1
650,BA,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Run Book', 'Test123']",,WRITE,
649,B9,2022-08-17T16:55:08Z,,,,,,,Change set B9 complete : 1
648,B9,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Run Book', '12345']",,WRITE,
647,B8,2022-08-17T16:55:08Z,,,,,,,Change set B8 complete : 1
646,B8,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Promotion Job Index', 'Test123']",,WRITE,
645,B7,2022-08-17T16:55:08Z,,,,,,,Change set B7 complete : 1
644,B7,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Promotion Job Index', '12345']",,WRITE,
643,B6,2022-08-17T16:55:08Z,,,,,,,Change set B6 complete : 1
642,B6,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Promotion Job', 'Test123']",,WRITE,
641,B5,2022-08-17T16:55:08Z,,,,,,,Change set B5 complete : 1
640,B5,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Promotion Job', '12345']",,WRITE,
639,B4,2022-08-17T16:55:08Z,,,,,,,Change set B4 complete : 1
638,B4,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Process Log Run', 'Test123']",,WRITE,
637,B3,2022-08-17T16:55:08Z,,,,,,,Change set B3 complete : 1
636,B3,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Process Log Run', '12345']",,WRITE,
635,B2,2022-08-17T16:55:08Z,,,,,,,Change set B2 complete : 1
634,B2,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Process Log Line', 'Test123']",,WRITE,
633,B1,2022-08-17T16:55:08Z,,,,,,,Change set B1 complete : 1
632,B1,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Process Log Line', '12345']",,WRITE,
631,B0,2022-08-17T16:55:08Z,,,,,,,Change set B0 complete : 1
630,B0,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_plan_chart_of_accounts', 'Test123']",,WRITE,
629,Af,2022-08-17T16:55:08Z,,,,,,,Change set Af complete : 1
628,Af,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_plan_chart_of_accounts', '12345']",,WRITE,
627,Ae,2022-08-17T16:55:08Z,,,,,,,Change set Ae complete : 1
626,Ae,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_mUSerSelections', 'Test123']",,WRITE,
625,Ad,2022-08-17T16:55:08Z,,,,,,,Change set Ad complete : 1
624,Ad,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_mUSerSelections', '12345']",,WRITE,
623,Ac,2022-08-17T16:55:08Z,,,,,,,Change set Ac complete : 1
622,Ac,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_mSYS Subset Control', 'Test123']",,WRITE,
621,Ab,2022-08-17T16:55:08Z,,,,,,,Change set Ab complete : 1
620,Ab,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_mSYS Subset Control', '12345']",,WRITE,
619,Aa,2022-08-17T16:55:08Z,,,,,,,Change set Aa complete : 1
618,Aa,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_mSYS Process Status', 'Test123']",,WRITE,
617,AF,2022-08-17T16:55:08Z,,,,,,,Change set AF complete : 1
616,AF,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_mSYS Process Status', '12345']",,WRITE,
615,AE,2022-08-17T16:55:08Z,,,,,,,Change set AE complete : 1
614,AE,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_mSYS Hierarchy Control', 'Test123']",,WRITE,
613,AD,2022-08-17T16:55:08Z,,,,,,,Change set AD complete : 1
612,AD,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_mSYS Hierarchy Control', '12345']",,WRITE,
611,AC,2022-08-17T16:55:08Z,,,,,,,Change set AC complete : 1
610,AC,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_mSYS Form Filter', 'Test123']",,WRITE,
609,AB,2022-08-17T16:55:08Z,,,,,,,Change set AB complete : 1
608,AB,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_mSYS Form Filter', '12345']",,WRITE,
607,AA,2022-08-17T16:55:08Z,,,,,,,Change set AA complete : 1
606,AA,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_mSecurity', 'Test123']",,WRITE,
605,A9,2022-08-17T16:55:08Z,,,,,,,Change set A9 complete : 1
604,A9,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_mSecurity', '12345']",,WRITE,
603,A8,2022-08-17T16:55:08Z,,,,,,,Change set A8 complete : 1
602,A8,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_mRun Book Control', 'Test123']",,WRITE,
601,A7,2022-08-17T16:55:08Z,,,,,,,Change set A7 complete : 1
600,A7,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_mRun Book Control', '12345']",,WRITE,
599,A6,2022-08-17T16:55:08Z,,,,,,,Change set A6 complete : 1
598,A6,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Months', 'Test123']",,WRITE,
597,A5,2022-08-17T16:55:08Z,,,,,,,Change set A5 complete : 1
596,A5,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Months', '12345']",,WRITE,
595,A4,2022-08-17T16:55:08Z,,,,,,,Change set A4 complete : 1
594,A4,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Month', 'Test123']",,WRITE,
593,A3,2022-08-17T16:55:08Z,,,,,,,Change set A3 complete : 1
592,A3,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_Month', '12345']",,WRITE,
591,A2,2022-08-17T16:55:08Z,,,,,,,Change set A2 complete : 1
590,A2,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_mExportControl', 'Test123']",,WRITE,
589,A1,2022-08-17T16:55:08Z,,,,,,,Change set A1 complete : 1
588,A1,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_mExportControl', '12345']",,WRITE,
587,A0,2022-08-17T16:55:08Z,,,,,,,Change set A0 complete : 1
586,A0,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_mDataUpdate Scenario', 'Test123']",,WRITE,
585,9f,2022-08-17T16:55:08Z,,,,,,,Change set 9f complete : 1
584,9f,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_mDataUpdate Scenario', '12345']",,WRITE,
583,9e,2022-08-17T16:55:08Z,,,,,,,Change set 9e complete : 1
582,9e,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_mData Control', 'Test123']",,WRITE,
581,9d,2022-08-17T16:55:08Z,,,,,,,Change set 9d complete : 1
580,9d,2022-08-17T16:55:08Z,2022-08-17T16:55:08Z,Admin,}CubeSecurity,"['}ElementAttributes_mData Control', '12345']",,WRITE,
