gid,custom_fields,due_on,name
1203166149884314,"[{'gid': '1203157295353568', 'enabled': True, 'enum_options': [{'gid': '1203157295353580', 'color': 'yellow', 'enabled': True, 'name': '*', 'resource_type': 'enum_option'}], 'enum_value': {'gid': '1203157295353580', 'color': 'yellow', 'enabled': True, 'name': '*', 'resource_type': 'enum_option'}, 'name': 'CIP-Milestone', 'description': '', 'created_by': {'gid': '1202453112366854', 'name': 'Bryan Cave', 'resource_type': 'user'}, 'display_value': '*', 'resource_subtype': 'enum', 'resource_type': 'custom_field', 'type': 'enum'}, {'gid': '1203161484164638', 'enabled': True, 'enum_options': [{'gid': '1203298139945909', 'color': 'blue-green', 'enabled': True, 'name': 'ALL', 'resource_type': 'enum_option'}, {'gid': '1203161484164639', 'color': 'green', 'enabled': True, 'name': 'Architecture', 'resource_type': 'enum_option'}, {'gid': '1203161484164640', 'color': 'red', 'enabled': True, 'name': 'Construction', 'resource_type': 'enum_option'}, {'gid': '1203286099478263', 'color': 'hot-pink', 'enabled': True, 'name': 'CPD', 'resource_type': 'enum_option'}, {'gid': '1203286099480419', 'color': 'blue', 'enabled': True, 'name': 'Division', 'resource_type': 'enum_option'}, {'gid': '1203286099481512', 'color': 'yellow-orange', 'enabled': True, 'name': 'Final Engineering', 'resource_type': 'enum_option'}, {'gid': '1203161484164641', 'color': 'orange', 'enabled': True, 'name': 'Finance', 'resource_type': 'enum_option'}, {'gid': '1203161992201311', 'color': 'pink', 'enabled': True, 'name': 'Forward Planning', 'resource_type': 'enum_option'}, {'gid': '1203286099481572', 'color': 'green', 'enabled': True, 'name': 'Land', 'resource_type': 'enum_option'}, {'gid': '1203161484164642', 'color': 'yellow-orange', 'enabled': True, 'name': 'Land Acq', 'resource_type': 'enum_option'}, {'gid': '1203161484164643', 'color': 'purple', 'enabled': True, 'name': 'Land Dev', 'resource_type': 'enum_option'}, {'gid': '1203286099484718', 'color': 'hot-pink', 'enabled': True, 'name': 'Land Planning', 'resource_type': 'enum_option'}, {'gid': '1203161484164644', 'color': 'yellow-green', 'enabled': True, 'name': 'Legal', 'resource_type': 'enum_option'}, {'gid': '1203161484164645', 'color': 'blue-green', 'enabled': True, 'name': 'Management', 'resource_type': 'enum_option'}, {'gid': '1203161484164646', 'color': 'aqua', 'enabled': True, 'name': 'Marketing', 'resource_type': 'enum_option'}, {'gid': '1203161484164647', 'color': 'blue', 'enabled': True, 'name': 'Merchandising', 'resource_type': 'enum_option'}, {'gid': '1203286099485803', 'color': 'yellow-green', 'enabled': True, 'name': 'Model/Production Construction', 'resource_type': 'enum_option'}, {'gid': '1203161484164648', 'color': 'indigo', 'enabled': True, 'name': 'Operations', 'resource_type': 'enum_option'}, {'gid': '1203286099488023', 'color': 'aqua', 'enabled': True, 'name': 'PM / CM', 'resource_type': 'enum_option'}, {'gid': '1203286099488070', 'color': 'pink', 'enabled': True, 'name': 'Product Development', 'resource_type': 'enum_option'}, {'gid': '1203161484164649', 'color': 'purple', 'enabled': True, 'name': 'Project Manager', 'resource_type': 'enum_option'}, {'gid': '1203161484164650', 'color': 'magenta', 'enabled': True, 'name': 'Purchasing', 'resource_type': 'enum_option'}, {'gid': '1203161484164652', 'color': 'green', 'enabled': True, 'name': 'Sales', 'resource_type': 'enum_option'}, {'gid': '1203286099492247', 'color': 'yellow-orange', 'enabled': True, 'name': 'Setup', 'resource_type': 'enum_option'}, {'gid': '1203286099494412', 'color': 'indigo', 'enabled': True, 'name': 'Site Development', 'resource_type': 'enum_option'}, {'gid': '1203161484164653', 'color': 'cool-gray', 'enabled': True, 'name': 'TBD', 'resource_type': 'enum_option'}, {'gid': '1203286099495537', 'color': 'blue-green', 'enabled': True, 'name': 'Zoning / PSP', 'resource_type': 'enum_option'}], 'multi_enum_values': [{'gid': '1203161484164642', 'color': 'yellow-orange', 'enabled': True, 'name': 'Land Acq', 'resource_type': 'enum_option'}], 'name': 'CIP-Team', 'description': '', 'created_by': {'gid': '1202453112366854', 'name': 'Bryan Cave', 'resource_type': 'user'}, 'display_value': 'Land Acq', 'resource_subtype': 'multi_enum', 'resource_type': 'custom_field', 'type': 'multi_enum'}, {'gid': '1203157192117430', 'enabled': True, 'name': 'CIP-Actual Date', 'description': '', 'created_by': {'gid': '1202453112366854', 'name': 'Bryan Cave', 'resource_type': 'user'}, 'display_value': '2024-04-30T00:00:00.000Z', 'resource_subtype': 'date', 'resource_type': 'custom_field', 'date_value': {'date': '2024-04-30', 'date_time': None}, 'type': 'date'}, {'gid': '1203157194729756', 'enabled': True, 'name': 'CIP-Line ID', 'description': '', 'created_by': {'gid': '1202453112366854', 'name': 'Bryan Cave', 'resource_type': 'user'}, 'display_value': 'P1000.C', 'resource_subtype': 'text', 'resource_type': 'custom_field', 'text_value': 'P1000.C', 'type': 'text'}]",2024-04-05,ID Property
1203166149951566,"[{'gid': '1203157295353568', 'enabled': True, 'enum_options': [{'gid': '1203157295353580', 'color': 'yellow', 'enabled': True, 'name': '*', 'resource_type': 'enum_option'}], 'enum_value': {'gid': '1203157295353580', 'color': 'yellow', 'enabled': True, 'name': '*', 'resource_type': 'enum_option'}, 'name': 'CIP-Milestone', 'description': '', 'created_by': {'gid': '1202453112366854', 'name': 'Bryan Cave', 'resource_type': 'user'}, 'display_value': '*', 'resource_subtype': 'enum', 'resource_type': 'custom_field', 'type': 'enum'}, {'gid': '1203161484164638', 'enabled': True, 'enum_options': [{'gid': '1203298139945909', 'color': 'blue-green', 'enabled': True, 'name': 'ALL', 'resource_type': 'enum_option'}, {'gid': '1203161484164639', 'color': 'green', 'enabled': True, 'name': 'Architecture', 'resource_type': 'enum_option'}, {'gid': '1203161484164640', 'color': 'red', 'enabled': True, 'name': 'Construction', 'resource_type': 'enum_option'}, {'gid': '1203286099478263', 'color': 'hot-pink', 'enabled': True, 'name': 'CPD', 'resource_type': 'enum_option'}, {'gid': '1203286099480419', 'color': 'blue', 'enabled': True, 'name': 'Division', 'resource_type': 'enum_option'}, {'gid': '1203286099481512', 'color': 'yellow-orange', 'enabled': True, 'name': 'Final Engineering', 'resource_type': 'enum_option'}, {'gid': '1203161484164641', 'color': 'orange', 'enabled': True, 'name': 'Finance', 'resource_type': 'enum_option'}, {'gid': '1203161992201311', 'color': 'pink', 'enabled': True, 'name': 'Forward Planning', 'resource_type': 'enum_option'}, {'gid': '1203286099481572', 'color': 'green', 'enabled': True, 'name': 'Land', 'resource_type': 'enum_option'}, {'gid': '1203161484164642', 'color': 'yellow-orange', 'enabled': True, 'name': 'Land Acq', 'resource_type': 'enum_option'}, {'gid': '1203161484164643', 'color': 'purple', 'enabled': True, 'name': 'Land Dev', 'resource_type': 'enum_option'}, {'gid': '1203286099484718', 'color': 'hot-pink', 'enabled': True, 'name': 'Land Planning', 'resource_type': 'enum_option'}, {'gid': '1203161484164644', 'color': 'yellow-green', 'enabled': True, 'name': 'Legal', 'resource_type': 'enum_option'}, {'gid': '1203161484164645', 'color': 'blue-green', 'enabled': True, 'name': 'Management', 'resource_type': 'enum_option'}, {'gid': '1203161484164646', 'color': 'aqua', 'enabled': True, 'name': 'Marketing', 'resource_type': 'enum_option'}, {'gid': '1203161484164647', 'color': 'blue', 'enabled': True, 'name': 'Merchandising', 'resource_type': 'enum_option'}, {'gid': '1203286099485803', 'color': 'yellow-green', 'enabled': True, 'name': 'Model/Production Construction', 'resource_type': 'enum_option'}, {'gid': '1203161484164648', 'color': 'indigo', 'enabled': True, 'name': 'Operations', 'resource_type': 'enum_option'}, {'gid': '1203286099488023', 'color': 'aqua', 'enabled': True, 'name': 'PM / CM', 'resource_type': 'enum_option'}, {'gid': '1203286099488070', 'color': 'pink', 'enabled': True, 'name': 'Product Development', 'resource_type': 'enum_option'}, {'gid': '1203161484164649', 'color': 'purple', 'enabled': True, 'name': 'Project Manager', 'resource_type': 'enum_option'}, {'gid': '1203161484164650', 'color': 'magenta', 'enabled': True, 'name': 'Purchasing', 'resource_type': 'enum_option'}, {'gid': '1203161484164652', 'color': 'green', 'enabled': True, 'name': 'Sales', 'resource_type': 'enum_option'}, {'gid': '1203286099492247', 'color': 'yellow-orange', 'enabled': True, 'name': 'Setup', 'resource_type': 'enum_option'}, {'gid': '1203286099494412', 'color': 'indigo', 'enabled': True, 'name': 'Site Development', 'resource_type': 'enum_option'}, {'gid': '1203161484164653', 'color': 'cool-gray', 'enabled': True, 'name': 'TBD', 'resource_type': 'enum_option'}, {'gid': '1203286099495537', 'color': 'blue-green', 'enabled': True, 'name': 'Zoning / PSP', 'resource_type': 'enum_option'}], 'multi_enum_values': [{'gid': '1203161484164645', 'color': 'blue-green', 'enabled': True, 'name': 'Management', 'resource_type': 'enum_option'}], 'name': 'CIP-Team', 'description': '', 'created_by': {'gid': '1202453112366854', 'name': 'Bryan Cave', 'resource_type': 'user'}, 'display_value': 'Management', 'resource_subtype': 'multi_enum', 'resource_type': 'custom_field', 'type': 'multi_enum'}, {'gid': '1203157192117430', 'enabled': True, 'name': 'CIP-Actual Date', 'description': '', 'created_by': {'gid': '1202453112366854', 'name': 'Bryan Cave', 'resource_type': 'user'}, 'display_value': '2024-04-30T00:00:00.000Z', 'resource_subtype': 'date', 'resource_type': 'custom_field', 'date_value': {'date': '2024-04-30', 'date_time': None}, 'type': 'date'}, {'gid': '1203157194729756', 'enabled': True, 'name': 'CIP-Line ID', 'description': '', 'created_by': {'gid': '1202453112366854', 'name': 'Bryan Cave', 'resource_type': 'user'}, 'display_value': 'P1002.C', 'resource_subtype': 'text', 'resource_type': 'custom_field', 'text_value': 'P1002.C', 'type': 'text'}]",2024-04-12,GLC Approval
1203166149971293,"[{'gid': '1203157295353568', 'enabled': True, 'enum_options': [{'gid': '1203157295353580', 'color': 'yellow', 'enabled': True, 'name': '*', 'resource_type': 'enum_option'}], 'enum_value': {'gid': '1203157295353580', 'color': 'yellow', 'enabled': True, 'name': '*', 'resource_type': 'enum_option'}, 'name': 'CIP-Milestone', 'description': '', 'created_by': {'gid': '1202453112366854', 'name': 'Bryan Cave', 'resource_type': 'user'}, 'display_value': '*', 'resource_subtype': 'enum', 'resource_type': 'custom_field', 'type': 'enum'}, {'gid': '1203161484164638', 'enabled': True, 'enum_options': [{'gid': '1203298139945909', 'color': 'blue-green', 'enabled': True, 'name': 'ALL', 'resource_type': 'enum_option'}, {'gid': '1203161484164639', 'color': 'green', 'enabled': True, 'name': 'Architecture', 'resource_type': 'enum_option'}, {'gid': '1203161484164640', 'color': 'red', 'enabled': True, 'name': 'Construction', 'resource_type': 'enum_option'}, {'gid': '1203286099478263', 'color': 'hot-pink', 'enabled': True, 'name': 'CPD', 'resource_type': 'enum_option'}, {'gid': '1203286099480419', 'color': 'blue', 'enabled': True, 'name': 'Division', 'resource_type': 'enum_option'}, {'gid': '1203286099481512', 'color': 'yellow-orange', 'enabled': True, 'name': 'Final Engineering', 'resource_type': 'enum_option'}, {'gid': '1203161484164641', 'color': 'orange', 'enabled': True, 'name': 'Finance', 'resource_type': 'enum_option'}, {'gid': '1203161992201311', 'color': 'pink', 'enabled': True, 'name': 'Forward Planning', 'resource_type': 'enum_option'}, {'gid': '1203286099481572', 'color': 'green', 'enabled': True, 'name': 'Land', 'resource_type': 'enum_option'}, {'gid': '1203161484164642', 'color': 'yellow-orange', 'enabled': True, 'name': 'Land Acq', 'resource_type': 'enum_option'}, {'gid': '1203161484164643', 'color': 'purple', 'enabled': True, 'name': 'Land Dev', 'resource_type': 'enum_option'}, {'gid': '1203286099484718', 'color': 'hot-pink', 'enabled': True, 'name': 'Land Planning', 'resource_type': 'enum_option'}, {'gid': '1203161484164644', 'color': 'yellow-green', 'enabled': True, 'name': 'Legal', 'resource_type': 'enum_option'}, {'gid': '1203161484164645', 'color': 'blue-green', 'enabled': True, 'name': 'Management', 'resource_type': 'enum_option'}, {'gid': '1203161484164646', 'color': 'aqua', 'enabled': True, 'name': 'Marketing', 'resource_type': 'enum_option'}, {'gid': '1203161484164647', 'color': 'blue', 'enabled': True, 'name': 'Merchandising', 'resource_type': 'enum_option'}, {'gid': '1203286099485803', 'color': 'yellow-green', 'enabled': True, 'name': 'Model/Production Construction', 'resource_type': 'enum_option'}, {'gid': '1203161484164648', 'color': 'indigo', 'enabled': True, 'name': 'Operations', 'resource_type': 'enum_option'}, {'gid': '1203286099488023', 'color': 'aqua', 'enabled': True, 'name': 'PM / CM', 'resource_type': 'enum_option'}, {'gid': '1203286099488070', 'color': 'pink', 'enabled': True, 'name': 'Product Development', 'resource_type': 'enum_option'}, {'gid': '1203161484164649', 'color': 'purple', 'enabled': True, 'name': 'Project Manager', 'resource_type': 'enum_option'}, {'gid': '1203161484164650', 'color': 'magenta', 'enabled': True, 'name': 'Purchasing', 'resource_type': 'enum_option'}, {'gid': '1203161484164652', 'color': 'green', 'enabled': True, 'name': 'Sales', 'resource_type': 'enum_option'}, {'gid': '1203286099492247', 'color': 'yellow-orange', 'enabled': True, 'name': 'Setup', 'resource_type': 'enum_option'}, {'gid': '1203286099494412', 'color': 'indigo', 'enabled': True, 'name': 'Site Development', 'resource_type': 'enum_option'}, {'gid': '1203161484164653', 'color': 'cool-gray', 'enabled': True, 'name': 'TBD', 'resource_type': 'enum_option'}, {'gid': '1203286099495537', 'color': 'blue-green', 'enabled': True, 'name': 'Zoning / PSP', 'resource_type': 'enum_option'}], 'multi_enum_values': [{'gid': '1203161484164642', 'color': 'yellow-orange', 'enabled': True, 'name': 'Land Acq', 'resource_type': 'enum_option'}], 'name': 'CIP-Team', 'description': '', 'created_by': {'gid': '1202453112366854', 'name': 'Bryan Cave', 'resource_type': 'user'}, 'display_value': 'Land Acq', 'resource_subtype': 'multi_enum', 'resource_type': 'custom_field', 'type': 'multi_enum'}, {'gid': '1203157192117430', 'enabled': True, 'name': 'CIP-Actual Date', 'description': '', 'created_by': {'gid': '1202453112366854', 'name': 'Bryan Cave', 'resource_type': 'user'}, 'display_value': '2024-04-30T00:00:00.000Z', 'resource_subtype': 'date', 'resource_type': 'custom_field', 'date_value': {'date': '2024-04-30', 'date_time': None}, 'type': 'date'}, {'gid': '1203157194729756', 'enabled': True, 'name': 'CIP-Line ID', 'description': '', 'created_by': {'gid': '1202453112366854', 'name': 'Bryan Cave', 'resource_type': 'user'}, 'display_value': 'P1003.C', 'resource_subtype': 'text', 'resource_type': 'custom_field', 'text_value': 'P1003.C', 'type': 'text'}]",2024-04-19,Land Committee Approval
1203166150007268,"[{'gid': '1203157295353568', 'enabled': True, 'enum_options': [{'gid': '1203157295353580', 'color': 'yellow', 'enabled': True, 'name': '*', 'resource_type': 'enum_option'}], 'enum_value': {'gid': '1203157295353580', 'color': 'yellow', 'enabled': True, 'name': '*', 'resource_type': 'enum_option'}, 'name': 'CIP-Milestone', 'description': '', 'created_by': {'gid': '1202453112366854', 'name': 'Bryan Cave', 'resource_type': 'user'}, 'display_value': '*', 'resource_subtype': 'enum', 'resource_type': 'custom_field', 'type': 'enum'}, {'gid': '1203161484164638', 'enabled': True, 'enum_options': [{'gid': '1203298139945909', 'color': 'blue-green', 'enabled': True, 'name': 'ALL', 'resource_type': 'enum_option'}, {'gid': '1203161484164639', 'color': 'green', 'enabled': True, 'name': 'Architecture', 'resource_type': 'enum_option'}, {'gid': '1203161484164640', 'color': 'red', 'enabled': True, 'name': 'Construction', 'resource_type': 'enum_option'}, {'gid': '1203286099478263', 'color': 'hot-pink', 'enabled': True, 'name': 'CPD', 'resource_type': 'enum_option'}, {'gid': '1203286099480419', 'color': 'blue', 'enabled': True, 'name': 'Division', 'resource_type': 'enum_option'}, {'gid': '1203286099481512', 'color': 'yellow-orange', 'enabled': True, 'name': 'Final Engineering', 'resource_type': 'enum_option'}, {'gid': '1203161484164641', 'color': 'orange', 'enabled': True, 'name': 'Finance', 'resource_type': 'enum_option'}, {'gid': '1203161992201311', 'color': 'pink', 'enabled': True, 'name': 'Forward Planning', 'resource_type': 'enum_option'}, {'gid': '1203286099481572', 'color': 'green', 'enabled': True, 'name': 'Land', 'resource_type': 'enum_option'}, {'gid': '1203161484164642', 'color': 'yellow-orange', 'enabled': True, 'name': 'Land Acq', 'resource_type': 'enum_option'}, {'gid': '1203161484164643', 'color': 'purple', 'enabled': True, 'name': 'Land Dev', 'resource_type': 'enum_option'}, {'gid': '1203286099484718', 'color': 'hot-pink', 'enabled': True, 'name': 'Land Planning', 'resource_type': 'enum_option'}, {'gid': '1203161484164644', 'color': 'yellow-green', 'enabled': True, 'name': 'Legal', 'resource_type': 'enum_option'}, {'gid': '1203161484164645', 'color': 'blue-green', 'enabled': True, 'name': 'Management', 'resource_type': 'enum_option'}, {'gid': '1203161484164646', 'color': 'aqua', 'enabled': True, 'name': 'Marketing', 'resource_type': 'enum_option'}, {'gid': '1203161484164647', 'color': 'blue', 'enabled': True, 'name': 'Merchandising', 'resource_type': 'enum_option'}, {'gid': '1203286099485803', 'color': 'yellow-green', 'enabled': True, 'name': 'Model/Production Construction', 'resource_type': 'enum_option'}, {'gid': '1203161484164648', 'color': 'indigo', 'enabled': True, 'name': 'Operations', 'resource_type': 'enum_option'}, {'gid': '1203286099488023', 'color': 'aqua', 'enabled': True, 'name': 'PM / CM', 'resource_type': 'enum_option'}, {'gid': '1203286099488070', 'color': 'pink', 'enabled': True, 'name': 'Product Development', 'resource_type': 'enum_option'}, {'gid': '1203161484164649', 'color': 'purple', 'enabled': True, 'name': 'Project Manager', 'resource_type': 'enum_option'}, {'gid': '1203161484164650', 'color': 'magenta', 'enabled': True, 'name': 'Purchasing', 'resource_type': 'enum_option'}, {'gid': '1203161484164652', 'color': 'green', 'enabled': True, 'name': 'Sales', 'resource_type': 'enum_option'}, {'gid': '1203286099492247', 'color': 'yellow-orange', 'enabled': True, 'name': 'Setup', 'resource_type': 'enum_option'}, {'gid': '1203286099494412', 'color': 'indigo', 'enabled': True, 'name': 'Site Development', 'resource_type': 'enum_option'}, {'gid': '1203161484164653', 'color': 'cool-gray', 'enabled': True, 'name': 'TBD', 'resource_type': 'enum_option'}, {'gid': '1203286099495537', 'color': 'blue-green', 'enabled': True, 'name': 'Zoning / PSP', 'resource_type': 'enum_option'}], 'multi_enum_values': [{'gid': '1203161484164639', 'color': 'green', 'enabled': True, 'name': 'Architecture', 'resource_type': 'enum_option'}], 'name': 'CIP-Team', 'description': '', 'created_by': {'gid': '1202453112366854', 'name': 'Bryan Cave', 'resource_type': 'user'}, 'display_value': 'Architecture', 'resource_subtype': 'multi_enum', 'resource_type': 'custom_field', 'type': 'multi_enum'}, {'gid': '1203157192117430', 'enabled': True, 'name': 'CIP-Actual Date', 'description': '', 'created_by': {'gid': '1202453112366854', 'name': 'Bryan Cave', 'resource_type': 'user'}, 'display_value': '2024-04-30T00:00:00.000Z', 'resource_subtype': 'date', 'resource_type': 'custom_field', 'date_value': {'date': '2024-04-30', 'date_time': None}, 'type': 'date'}, {'gid': '1203157194729756', 'enabled': True, 'name': 'CIP-Line ID', 'description': '', 'created_by': {'gid': '1202453112366854', 'name': 'Bryan Cave', 'resource_type': 'user'}, 'display_value': 'P1084.C', 'resource_subtype': 'text', 'resource_type': 'custom_field', 'text_value': 'P1084.C', 'type': 'text'}]",2024-04-26,Design Review/AQ Review
1203166150033556,"[{'gid': '1203157295353568', 'enabled': True, 'enum_options': [{'gid': '1203157295353580', 'color': 'yellow', 'enabled': True, 'name': '*', 'resource_type': 'enum_option'}], 'enum_value': {'gid': '1203157295353580', 'color': 'yellow', 'enabled': True, 'name': '*', 'resource_type': 'enum_option'}, 'name': 'CIP-Milestone', 'description': '', 'created_by': {'gid': '1202453112366854', 'name': 'Bryan Cave', 'resource_type': 'user'}, 'display_value': '*', 'resource_subtype': 'enum', 'resource_type': 'custom_field', 'type': 'enum'}, {'gid': '1203161484164638', 'enabled': True, 'enum_options': [{'gid': '1203298139945909', 'color': 'blue-green', 'enabled': True, 'name': 'ALL', 'resource_type': 'enum_option'}, {'gid': '1203161484164639', 'color': 'green', 'enabled': True, 'name': 'Architecture', 'resource_type': 'enum_option'}, {'gid': '1203161484164640', 'color': 'red', 'enabled': True, 'name': 'Construction', 'resource_type': 'enum_option'}, {'gid': '1203286099478263', 'color': 'hot-pink', 'enabled': True, 'name': 'CPD', 'resource_type': 'enum_option'}, {'gid': '1203286099480419', 'color': 'blue', 'enabled': True, 'name': 'Division', 'resource_type': 'enum_option'}, {'gid': '1203286099481512', 'color': 'yellow-orange', 'enabled': True, 'name': 'Final Engineering', 'resource_type': 'enum_option'}, {'gid': '1203161484164641', 'color': 'orange', 'enabled': True, 'name': 'Finance', 'resource_type': 'enum_option'}, {'gid': '1203161992201311', 'color': 'pink', 'enabled': True, 'name': 'Forward Planning', 'resource_type': 'enum_option'}, {'gid': '1203286099481572', 'color': 'green', 'enabled': True, 'name': 'Land', 'resource_type': 'enum_option'}, {'gid': '1203161484164642', 'color': 'yellow-orange', 'enabled': True, 'name': 'Land Acq', 'resource_type': 'enum_option'}, {'gid': '1203161484164643', 'color': 'purple', 'enabled': True, 'name': 'Land Dev', 'resource_type': 'enum_option'}, {'gid': '1203286099484718', 'color': 'hot-pink', 'enabled': True, 'name': 'Land Planning', 'resource_type': 'enum_option'}, {'gid': '1203161484164644', 'color': 'yellow-green', 'enabled': True, 'name': 'Legal', 'resource_type': 'enum_option'}, {'gid': '1203161484164645', 'color': 'blue-green', 'enabled': True, 'name': 'Management', 'resource_type': 'enum_option'}, {'gid': '1203161484164646', 'color': 'aqua', 'enabled': True, 'name': 'Marketing', 'resource_type': 'enum_option'}, {'gid': '1203161484164647', 'color': 'blue', 'enabled': True, 'name': 'Merchandising', 'resource_type': 'enum_option'}, {'gid': '1203286099485803', 'color': 'yellow-green', 'enabled': True, 'name': 'Model/Production Construction', 'resource_type': 'enum_option'}, {'gid': '1203161484164648', 'color': 'indigo', 'enabled': True, 'name': 'Operations', 'resource_type': 'enum_option'}, {'gid': '1203286099488023', 'color': 'aqua', 'enabled': True, 'name': 'PM / CM', 'resource_type': 'enum_option'}, {'gid': '1203286099488070', 'color': 'pink', 'enabled': True, 'name': 'Product Development', 'resource_type': 'enum_option'}, {'gid': '1203161484164649', 'color': 'purple', 'enabled': True, 'name': 'Project Manager', 'resource_type': 'enum_option'}, {'gid': '1203161484164650', 'color': 'magenta', 'enabled': True, 'name': 'Purchasing', 'resource_type': 'enum_option'}, {'gid': '1203161484164652', 'color': 'green', 'enabled': True, 'name': 'Sales', 'resource_type': 'enum_option'}, {'gid': '1203286099492247', 'color': 'yellow-orange', 'enabled': True, 'name': 'Setup', 'resource_type': 'enum_option'}, {'gid': '1203286099494412', 'color': 'indigo', 'enabled': True, 'name': 'Site Development', 'resource_type': 'enum_option'}, {'gid': '1203161484164653', 'color': 'cool-gray', 'enabled': True, 'name': 'TBD', 'resource_type': 'enum_option'}, {'gid': '1203286099495537', 'color': 'blue-green', 'enabled': True, 'name': 'Zoning / PSP', 'resource_type': 'enum_option'}], 'multi_enum_values': [{'gid': '1203161484164639', 'color': 'green', 'enabled': True, 'name': 'Architecture', 'resource_type': 'enum_option'}], 'name': 'CIP-Team', 'description': '', 'created_by': {'gid': '1202453112366854', 'name': 'Bryan Cave', 'resource_type': 'user'}, 'display_value': 'Architecture', 'resource_subtype': 'multi_enum', 'resource_type': 'custom_field', 'type': 'multi_enum'}, {'gid': '1203157192117430', 'enabled': True, 'name': 'CIP-Actual Date', 'description': '', 'created_by': {'gid': '1202453112366854', 'name': 'Bryan Cave', 'resource_type': 'user'}, 'display_value': '2024-05-31T00:00:00.000Z', 'resource_subtype': 'date', 'resource_type': 'custom_field', 'date_value': {'date': '2024-05-31', 'date_time': None}, 'type': 'date'}, {'gid': '1203157194729756', 'enabled': True, 'name': 'CIP-Line ID', 'description': '', 'created_by': {'gid': '1202453112366854', 'name': 'Bryan Cave', 'resource_type': 'user'}, 'display_value': 'P1004.C', 'resource_subtype': 'text', 'resource_type': 'custom_field', 'text_value': 'P1004.C', 'type': 'text'}]",2024-05-03,Design Review Go
